Key,ParentTechniqueID,Value
T1071.001,T1071,One variant of Software uses HTTP and HTTPS for C2.
T1543.005,T1543,Note that containers can also be configured to run as s.
T1505.003,T1505,"During Software, Software, Software, Software, and Software."
T1598.003,T1598,"These QR codes may be scanned by or delivered directly  to a user’s mobile device ), which may be less secure in several relevant ways."
T1560.003,T1560,Software has encrypted collected data using AES CBC mode and encoded it using Base64.
T1059.001,T1059,Software can use PowerShell to pull Active Directory information from the target environment.
T1102.001,T1102,Software uses Microsoft’s TechNet Web portal to obtain a dead drop resolver containing an encoded tag with the IP address of a command and control server.
T1222.001,T1222,Software can launch <code>icacls <path> /grant Everyone:F /T /C /Q</code> to delete every access-based restrictions on files and directories.
T1090.001,T1090,Software can create a named pipe to listen for and send data to a named pipe-based C2 server.
T1027.002,T1027,Some Software samples have been packed with UPX.
T1021.004,T1021,"During , threat actors used SSH for lateral movement."
T1543.002,T1543,"Depending on the Linux distribution and when executing with root permissions, Software may install persistence using a `.service` file under the `/lib/systemd/system/` folder."
T1588.002,T1588,"A tool can be used for malicious purposes by an adversary, but  were not intended to be used for those purposes ."
T1055.004,T1055,Software has used <code>ZwQueueApcThread</code> to inject itself into remote processes.
T1574.001,T1574,"Adversaries may also perform DLL preloading, also called binary planting attacks,  by placing a malicious DLL with the same name as an ambiguously specified DLL in a location that Windows searches before the legitimate DLL."
T1027.002,T1027,Attacker is known to use software packing in its tools.
T1059.003,T1059,Software uses a command-line interface to interact with systems.
T1055.015,T1055,ListPlanting  may be performed by copying code into the virtual address space of a process that uses a list-view control then using that code as a custom callback for sorting the listed items.
T1573.001,T1573,Software encrypts C2 traffic with a double XOR using two distinct single-byte keys.
T1602.002,T1602,"The device typically stores an in-memory copy of the configuration while operating, and a separate configuration on non-volatile storage to load after device reset."
T1555.001,T1555,Software can obtain credentials from macOS Keychains.
T1059.001,T1059,Software for execution of malware.
T1021.004,T1021,During the Attacker relied on encrypted SSH-based tunnels to transfer tools and for remote command/program execution.
T1204.001,T1204,Software has gained execution through victims opening malicious links.
T1574.007,T1574,An adversary can modify the `$PATH` variable to point to a directory they have write access.
T1608.001,T1608,Attacker has hosted malicious payloads on Dropbox.
T1213.003,T1213,Attacker cloned victim user Git repositories during intrusions.
T1090.001,T1090,Attacker has used a compromised router to serve as a proxy between a victim network's corporate and restricted segments.
T1078.004,T1078,Attacker has used a compromised O365 administrator account to create a new Service Principal.
T1573.002,T1573,Software has used RSA encrypted communications with C2.
T1059.003,T1059,Software has the ability to execute shell commands.
T1027.010,T1027,Software service and PowerShell commands.
T1001.002,T1001,Software can use steganography to hide malicious code downloaded to the victim.
T1566.001,T1566,Attacker has sent phishing emails with malicious attachments for initial access including MS Word documents.
T1601.001,T1601,"Some network devices are built with a monolithic architecture, where the entire operating system and most of the functionality of the device is contained within a single file."
T1596.004,T1596,Threat actors can use online resources and lookup tools to harvest information about content servers within a CDN.
T1518.001,T1518,Software has checked for a variety of antivirus products.
T1134.001,T1134,Adversaries may duplicate then impersonate another user's existing token to escalate privileges and bypass access controls.
T1036.005,T1036,"Software has attempted to change its name to `cron` upon startup. During incident response, Software samples have been identified that were renamed to blend in with other legitimate files."
T1560.001,T1560,"On Windows, <code>diantz</code> or <code> makecab</code> may be used to package collected files into a cabinet  file."
T1027.013,T1027,Software can encrypt and encode its configuration file.
T1583.004,T1583,Attacker has established infrastructure through renting servers at multiple providers worldwide.
T1547.001,T1547,Software creates the following Registry entry: <code>HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Micromedia</code>.
T1547.008,T1547,"By either replacing or adding illegitimate drivers ), an adversary can use LSA operations to continuously execute malicious payloads."
T1003.001,T1003,SecretsDump and Software modules within Software can perform credential dumping to obtain account and password information.
T1074.001,T1074,Software collects data in a plaintext file named r1.log before exfiltration.
T1499.001,T1499,This greatly reduces the resources available for providing the targeted service.
T1505.003,T1505,Attacker has installed multiple web shells on compromised servers including on Pulse Secure VPN appliances.
T1027.002,T1027,"For , the threat actors used a variety of packers, including CyaX, to obfuscate malicious executables."
T1588.002,T1588,Software.
T1070.003,T1070,The benefit of this is that it allows users to go back to commands they've used before in different sessions.
T1497.001,T1497,Software scans processes to perform anti-VM checks.
T1574.001,T1574,Attacker has used search order hijacking to run the loader Vcrodat.
T1218.010,T1218,Software can run a remote scriptlet that drops a file and executes it via regsvr32.exe.
T1053.005,T1053,Attacker has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.
T1195.002,T1195,Software malware was designed and used to insert Software into software builds of the SolarWinds Orion IT management product.
T1518.001,T1518,Software checks for anti-malware products and processes.
T1059.003,T1059,Software is capable of executing commands via cmd.exe.
T1583.006,T1583,Attacker has acquired Amazon S3 buckets to use in C2.
T1547.013,T1547,"These configuration files determine what applications launch upon user login, define associated applications to open specific file types, and define applications used to open removable media."
T1547.008,T1547,Software establishes by infecting the Security Accounts Manager  DLL to load a malicious DLL dropped to disk.
T1546.010,T1546,"In practice this is nearly every program, since user32.dll is a very common library."
T1542.003,T1542,Software overwrites the MBR with a bootloader component that performs destructive wiping operations on hard drives and displays a fake ransom note when the host boots.
T1137.006,T1137,Office add-ins can be used to add functionality to Office programs.
T1056.001,T1056,Software can continuously capture keystrokes.
T1552.007,T1552,"An adversary may access the Docker API to collect logs that contain credentials to cloud, container, and various other resources in the environment."
T1114.002,T1114,"Attacker collected emails from specific individuals, such as executives and IT staff, using <code>New-MailboxExportRequest</code> followed by <code>Get-MailboxExportRequest</code>."
T1548.005,T1548,"In AWS, users with the `PassRole` permission can allow a service they create to assume a given role, while in GCP, users with the `iam.serviceAccountUser` role can attach a service account to a resource."
T1021.002,T1021,"SMB is a file, printer, and serial port sharing protocol for Windows machines on the same network or domain."
T1087.004,T1087,Attacker has conducted enumeration of Azure AD accounts.
T1087.001,T1087,Adversaries may attempt to get a listing of local system accounts.
T1573.002,T1573,Software has used SSL and TLS in communications with C2.
T1564.006,T1564,"Software has used QEMU and VirtualBox to run a Tiny Core Linux virtual machine, which runs XMRig and makes connections to the C2 server for updates."
T1586.002,T1586,Attacker has used compromised email accounts to send credential phishing emails.
T1059.003,T1059,Software can execute shell commands using `cmd.exe`.
T1027.011,T1027,Software stores an encoded configuration file in <code>HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Security</code>.
T1566.001,T1566,Software has been delivered via spearphishing e-mails with password protected ZIP files.
T1588.005,T1588,"Rather than developing their own exploits, an adversary may find/modify exploits from online or purchase them from exploit vendors."
T1546.003,T1546,Software can create a WMI Event to execute a payload for persistence.
T1518.001,T1518,Software can search for processes associated with an anti-virus product from list.
T1087.002,T1087,Software can use `System.Security.AccessControl` namespaces to retrieve domain user information.
T1070.007,T1070,Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations.
T1505.003,T1505,Attacker has dropped a web shell onto a compromised system.
T1560.003,T1560,Software can XOR credit card information before exfiltration.
T1553.003,T1553,"The signature validation process is handled via the WinVerifyTrust application programming interface  function,   which accepts an inquiry and coordinates with the appropriate trust provider, which is responsible for validating parameters of a signature."
T1562.003,T1562,Adversaries may clear the history environment variable  or set the command history size to zero  to prevent logging of commands.
T1136.003,T1136,Attacker has created global admin accounts in the targeted organization's cloud instances to gain persistence.
T1547.004,T1547,Software creates a Registry key at <code>HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell</code> to survive a system reboot.
T1059.003,T1059,Attacker has spawned a new <code>cmd.exe</code> process to execute commands.
T1071.001,T1071,Software connects to port 80 of a C2 server using Wininet API. Data is exchanged via HTTP POSTs.
T1059.003,T1059,"Attacker has used various types of scripting to perform operations, including batch scripts."
T1505.002,T1505,Adversaries may abuse Microsoft transport agents to establish persistent access to systems.
T1547.001,T1547,Attacker uses a batch file that configures the ComSysApp service to autostart in order to establish persistence.
T1583.008,T1583,Purchased ads may attempt to impersonate or spoof well-known brands.
T1566.002,T1566,Attacker has used spearphishing emails  containing malicious links.
T1027.002,T1027,Software.
T1069.002,T1069,Attacker performs discovery of permission groups <code>net group /domain</code>.
T1606.002,T1606,Attacker created tokens using compromised SAML signing certificates.
T1543.003,T1543,Some Software samples install themselves as services for persistence by calling WinExec with the <code>net start</code> argument.
T1557.002,T1557,Adversaries may poison Address Resolution Protocol  caches to position themselves between the communication of two or more networked devices.
T1213.003,T1213,Code repositories are tools/services that store source code and automate software builds.
T1137.004,T1137,Outlook Home Page is a legacy feature used to customize the presentation of Outlook folders.
T1218.007,T1218,Software has used MsiExec.exe to automatically execute files.
T1136.001,T1136,"For example, with a sufficient level of access, the Windows <code>net user /add</code> command can be used to create a local account."
T1547.001,T1547,Software achieves persistence by creating a shortcut to itself in the CSIDL_STARTUP directory.
T1573.002,T1573,Software supports SSL encrypted C2.
T1497.001,T1497,"Software ran multiple system checks, looking for processor and register characteristics, to evade emulation and analysis."
T1036.005,T1036,"Attacker named its tools to masquerade as Windows or Adobe Reader software, such as by using the file name adobecms.exe and the directory <code>CSIDL_APPDATA\microsoft\security</code>."
T1562.006,T1562,Software can hook logging functions so that nothing from the backdoor gets sent to the logging facility.
T1055.013,T1055,"Process doppelgänging's use of TxF also avoids the use of highly-monitored API functions such as <code>NtUnmapViewOfSection</code>, <code>VirtualProtectEx</code>, and <code>SetThreadContext</code>."
T1222.002,T1222,Software changes the permissions of a payload using the command <code>chmod -R 755</code>.
T1204.002,T1204,Attacker attempted to get users to click on an embedded macro within a Microsoft Office Excel document to launch their malware.
T1059.003,T1059,Attacker used the command prompt to launch commands on the victim’s machine.
T1547.001,T1547,"Adversaries can use these configuration locations to execute malware, such as remote access tools, to maintain persistence through system reboots."
T1569.002,T1569,"During , threat actors ran <code>sc start</code> to start the COMSysApp as part of the service hijacking and <code>sc stop</code> to stop and reconfigure the COMSysApp."
T1600.002,T1600,"When an adversary takes control of such a device, they may disable the dedicated hardware, for example, through use of , forcing the use of software to perform encryption on general processors."
T1596.001,T1596,Adversaries may search DNS data to gather actionable information.
T1553.004,T1553,"Depending on the security settings, the browser may not allow the user to establish a connection to the website."
T1555.002,T1555,Software uses the keychaindump project to read securityd memory.
T1555.003,T1555,"Software collects user credentials, including passwords, for various programs including Web browsers."
T1547.001,T1547,Software has modified the Registry key <code>‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’</code> from <code>‘autocheck autochk *’</code> to <code>‘autocheck autoche *’</code> in order to execute its payload during Windows startup.
T1055.001,T1055,Software injects DLL files into iexplore.exe.
T1059.003,T1059,"Following exploitation with Software malware, Attacker actors created a file containing a list of commands to be executed on the compromised computer."
T1090.003,T1090,Attacker has executed commands through the installed web shell via Tor exit nodes.
T1036.005,T1036,"Software has been disguised as legitimate programs, such as Java and Telegram Messenger."
T1059.003,T1059,Attacker had used `cmd.exe` and Windows Script Host  to execute malicious code.
T1543.001,T1543,Software creates a Launch Agent on macOS.
T1547.009,T1547,Software can create a shortcut in the Windows startup folder for persistence.
T1056.001,T1056,Software has the ability to log keystrokes on the compromised host.
T1562.004,T1562,Attacker used <code>netsh</code> to configure firewall rules that limited certain UDP outbound packets.
T1056.001,T1056,Software is capable of recording keystrokes.
T1562.004,T1562,Attacker has disabled host-based firewalls. The group has also globally opened port 3389.
T1562.002,T1562,Adversaries may target system-wide logging or just that of a particular application.
T1586.001,T1586,"Adversaries can use a compromised social media profile to create new, or hijack existing, connections to targets of interest."
T1574.007,T1574,Adversaries may also directly modify the $PATH variable specifying the directories to be searched.
T1078.003,T1078,Attacker has a tool to add a Windows admin account in order to allow them to ensure continued access via RDP.
T1027.006,T1027,Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign HTML files.
T1059.003,T1059,Software has the capability to create a remote shell.
T1021.001,T1021,Software has remote desktop functionality.
T1218.007,T1218,Software can use MSIExec to spawn multiple cmd.exe processes.
T1071.001,T1071,Attacker has used JavaScript that communicates over HTTP or HTTPS to attacker controlled domains to download additional frameworks. The group has also used downloaded encrypted payloads over HTTP.
T1568.001,T1568,Software operators have used dynamic DNS to mask the true location of their C2 behind rapidly changing IP addresses.
T1001.001,T1001,Software added junk data to outgoing UDP packets to peer implants.
T1055.001,T1055,Software injects its DLL component into svchost.exe.
T1553.001,T1553,Software has dropped a malicious applet into an app's `.../Contents/MacOS/` folder of a previously launched app to bypass Gatekeeper's security checks on first launch apps .
T1055.003,T1055,"At this point the process can be suspended then written to, realigned to the injected code, and resumed via <code>SuspendThread </code>, <code>VirtualAllocEx</code>, <code>WriteProcessMemory</code>, <code>SetThreadContext</code>, then <code>ResumeThread</code> respectively."
T1074.001,T1074,Software stores the gathered data from the machine in .db files and .bmp files under four separate locations.
T1564.010,T1564,Software has the ability to modify its process memory to hide process command-line arguments.
T1566.003,T1566,Attacker has used the e-mail notification features of legitimate file sharing services for spearphishing.
T1087.001,T1087,"Attacker has run <code>net user</code>, <code>net user /domain</code>, <code>net group “domain admins” /domain</code>, and <code>net group “Exchange Trusted Subsystem” /domain</code> to get account listings on a victim."
T1573.001,T1573,Software can encrypt C2 communications with a randomly generated key.
T1059.001,T1059,Software has the ability to execute PowerShell commands on a compromised machine.
T1071.001,T1071,Attacker malware has used HTTP for C2.
T1546.013,T1546,Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles.
T1601.001,T1601,"In the second method for changing the operating system in memory, the adversary would make use of the boot loader."
T1562.004,T1562,"Modifying or disabling a system firewall may enable adversary C2 communications, lateral movement, and/or data exfiltration that would otherwise not be allowed."
T1547.007,T1547,.plist</code> file to execute payloads when a user logs in.
T1056.001,T1056,"Attacker actors installed a credential logger on Microsoft Exchange servers. Attacker also leveraged the reconnaissance framework, ScanBox, to capture keystrokes."
T1136.002,T1136,Software has a module for creating a new domain user if permissions allow.
T1562.009,T1562,"Hosts can be forced into safe mode after the next reboot via modifications to Boot Configuration Data  stores, which are files that manage boot application settings."
T1543.003,T1543,Attacker has created new services for persistence.
T1071.001,T1071,Software can use HTTP/S for C2 using the Microsoft Graph API.
T1497.001,T1497,Software can check the compromised host for processes associated with VMware or VirtualBox environments.
T1090.002,T1090,Software leveraged several compromised universities as proxies to obscure its origin.
T1059.001,T1059,"PowerShell may also be used to download and run executables from the Internet, which can be executed from disk or in memory without touching disk."
T1587.002,T1587,Attacker has created self-signed certificates to sign malicious installers.
T1059.005,T1059,Adversaries may use VB payloads to execute malicious commands.
T1102.003,T1102,"Those infected systems may opt to send the output from those commands back over a different C2 channel, including to another distinct Web service."
T1071.001,T1071,Attacker's BCS-server tool connects to the designated C2 server via HTTP.
T1555.002,T1555,`securityd` is a service/daemon responsible for implementing security protocols such as encryption and authorization.
T1573.001,T1573,Software encrypts command and control communications with RC4.
T1499.002,T1499,"Because the cryptographic renegotiation has a meaningful cost in computation cycles, this can cause an impact to the availability of the service when done in volume."
T1564.003,T1564,Software can instruct the OS to execute an application without a dock icon or menu.
T1546.016,T1546,"Developers often use these scripts to prepare the environment for installation, check requirements, download dependencies, and remove files after installation."
T1574.011,T1574,The <code>Performance</code> key contains the name of a driver service's performance DLL and the names of several exported functions in the DLL.
T1037.002,T1037,All hooks require administrator permissions to modify or create hooks.
T1071.001,T1071,Software has used HTTP and HTTPS in communication with C2.
T1562.001,T1562,Software has the ability to set SELinux to permissive mode.
T1569.001,T1569,Adversaries may abuse launchctl to execute commands or programs.
T1134.001,T1134,Software uses token manipulation with NtFilterToken as part of UAC bypass.
T1564.008,T1564,"For example, Microsoft Exchange supports transport rules that evaluate all mail an organization receives against user-specified conditions, then performs a user-specified action on mail that adheres to those conditions."
T1497.003,T1497,Software can check for analysis environments and signs of debugging using the Windows API <code>kernel32!GetTickCountKernel32</code> call.
T1590.004,T1590,"Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments."
T1592.001,T1592,Adversaries may also compromise sites then include malicious content designed to collect host information from visitors.
T1566.001,T1566,Software has been delivered to victims via emails with malicious HTML attachments.
T1204.001,T1204,Software has relied upon a user downloading a file from a OneDrive link for execution.
T1566.001,T1566,Adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems.
T1547.012,T1547,"After the print processors are installed, the print spooler service, which starts during boot, must be restarted in order for them to run."
T1218.007,T1218,Software used an MSI installer to install the virtualization software.
T1021.004,T1021,Attacker used secure shell  to move laterally among their targets.
T1546.003,T1546,Software can compile randomly-generated MOF files into the WMI repository to persistently run malware.
T1056.001,T1056,Software installs a keylogger for intercepting credentials and keystrokes.
T1059.003,T1059,Software can use the command-line utility cacls.exe to change file permissions.
T1204.002,T1204,Software has been executed via malicious e-mail attachments.
T1547.001,T1547,Software has been observed using a Registry Run key.
T1555.003,T1555,"Attacker used FireMalv, custom-developed malware, which collected passwords from the Firefox browser storage."
T1071.002,T1071,Software has used FTP for C2 connections.
T1546.003,T1546,Attacker has used WMI for persistence.
T1071.001,T1071,Software has sent collected information to the C2 via HTTP POST request.
T1070.004,T1070,Software can mark its binary code for deletion after reboot.
T1497.001,T1497,"Software can search a compromised system's running processes and services to detect Hyper-V, QEMU, Virtual PC, Virtual Box, and VMware, as well as Sandboxie."
T1069.002,T1069,"Attacker has used <code>net group /domain</code>, <code>net group “domain admins” /domain</code>, and <code>net group “Exchange Trusted Subsystem” /domain</code> to find domain group permission settings."
T1087.002,T1087,Software can utilize `net use` commands to identify domain users.
T1036.005,T1036,Attacker has used legitimate process names to hide malware including <code>svchosst</code>.
T1583.006,T1583,Attacker has obtained cloud storage service accounts to host stolen data.
T1027.013,T1027,Software has been encrypted using XOR and RC4.
T1071.003,T1071,Software is capable of using SMTP for C2.
T1588.002,T1588,For Software.
T1584.006,T1584,"A variety of popular websites exist for legitimate users to register for web-based services, such as GitHub, Twitter, Dropbox, Google, SendGrid, etc."
T1562.012,T1562,"The Linux Audit system operates at the kernel-level and maintains event logs on application and system activity such as process, network, file, and login events based on pre-configured rules."
T1555.003,T1555,Software has the ability to steal credentials from web browsers.
T1550.001,T1550,"Once identity is established, the token allows actions to be authorized, without passing the actual credentials of the user."
T1070.004,T1070,Attacker's macOS backdoor can receive a “delete” command.
T1614.001,T1614,Software has checked the language of the machine with function <code>GetUserDefaultUILanguage</code> and terminated execution if the language matches with an entry in the predefined list.
T1037.002,T1037,There can be only one login and logout hook on a system at a time.
T1098.003,T1098,"During Attacker used IAM manipulation to gain persistence and to assume or elevate privileges.

Attacker has also assigned user access admin roles in order to gain Tenant Root Group management permissions in Azure."
T1027.008,T1027,Scripts and executables may contain variables names and other strings that help developers document code functionality.
T1547.009,T1547,"For example, LNK browser extensions may be modified (e.g."
T1555.005,T1555,"During , threat actors accessed and collected credentials from password managers."
T1027.002,T1027,Attacker has obfuscated their payloads through packing.
T1087.002,T1087,Software may collect user account information by running <code>net user /domain</code> or a series of other commands on a victim.
T1573.001,T1573,Software communications are RC4 encrypted.
T1595.001,T1595,Attacker has scanned specific lists of target IP addresses.
T1071.001,T1071,Software can use HTTP to download previously staged shellcode payloads.
T1071.001,T1071,Software has used HTTPS for C2 communications.
T1491.002,T1491,"Similarly, website defacement may also be used as setup, or a precursor, for future attacks such as ."
T1543.003,T1543,One variant of Software creates a new service using either a hard-coded or randomly generated name.
T1564.003,T1564,"In some cases, windows that would typically be displayed when an application carries out an operation can be hidden."
T1555.003,T1555,Software can obtain passwords from common web browsers.
T1562.006,T1562,"ETW interruption can be achieved multiple ways, however most directly by defining conditions using the  <code>Set-EtwTraceProvider</code> cmdlet or by interfacing directly with the Registry to make alterations."
T1071.002,T1071,Attacker uses FTP for command and control.
T1059.003,T1059,Software has used `cmd.exe` for execution.
T1053.005,T1053,Software can create scheduled tasks to execute reverse shells that read and write data to and from specified SMB shares.
T1567.004,T1567,"Access to webhook endpoints is often over HTTPS, which gives the adversary an additional level of protection."
T1566.001,T1566,"Software has been distributed via spearphishing emails containing archive attachments, with file types such as .iso, .zip, .img, .dmg, and .tar, as well as through malicious documents."
T1583.006,T1583,Adversaries may register for web services that can be used during targeting.
T1497.001,T1497,Adversaries may employ various system checks to detect and avoid virtualization and analysis environments.
T1059.005,T1059,Software can use visual basic scripts for first-stage execution.
T1573.002,T1573,Software has used TLS-encrypted FTP to exfiltrate data.
T1074.001,T1074,Attacker has staged archived files in a temporary directory prior to exfiltration.
T1027.005,T1027,Software can remove strings from binaries.
T1547.001,T1547,Software can maintain persistence by creating an auto-run Registry key.
T1059.001,T1059,Software has a version written in PowerShell.
T1583.006,T1583,"Attacker has hosted malicious files on various platforms including Google Drive, OneDrive, Discord, PasteText, ShareText, and GitHub."
T1564.009,T1564,Adversaries may abuse resource forks to hide malicious code or executables to evade detection and bypass security applications.
T1071.001,T1071,Attacker has used HTTP in communication with the C2.
T1003.001,T1003,* Kerberos: Preferred for mutual client-server domain authentication in Windows 2000 and later.
T1586.001,T1586,"For operations incorporating social engineering, the utilization of an online persona may be important."
T1543.003,T1543,Attacker created new services for shellcode loaders distribution.
T1218.015,T1218,"The Electron framework hosts many common applications such as Signal, Slack, and Microsoft Teams."
T1056.001,T1056,"Software has the capability to log keystrokes from the victim’s machine, both offline and online."
T1071.001,T1071,Software uses HTTP for command and control communication.
T1555.004,T1555,Software can use a .NET compiled module named exchgrabber to enumerate credentials from the Credential Manager.
T1074.001,T1074,Software has stored collected files locally before exfiltration.
T1562.006,T1562,Software has the ability to set the `HKLM:\SYSTEM\\CurrentControlSet\\Control\\CrashControl\CrashDumpEnabled` Registry key to `0` in order to disable crash dumps.
T1070.004,T1070,Software has the capability to use <code>rm -rf</code> to remove folders and files from the victim's machine.
T1027.005,T1027,They can modify the tool by removing the indicator and using the updated version that is no longer detected by the target's defensive systems or subsequent targets that may use similar systems.
T1070.004,T1070,Software can delete its dropper component from the targeted system.
T1036.005,T1036,Software has been disguised as legitimate Adobe and PotPlayer files.
T1218.013,T1218,"Since mavinject.exe may be digitally signed by Microsoft, proxying execution via this method may evade detection by security products because the execution is masked under a legitimate process."
T1071.001,T1071,Software command and control occurs via HTTPS over port 443.
T1555.001,T1555,Software collects Keychain storage data and copies those passwords/tokens to a file.
T1573.002,T1573,"Software can encrypt C2 messages with AES-256-CBC sent underneath TLS. OpenSSL library functions are also used to encrypt each message using a randomly generated key and IV, which are then encrypted using a hard-coded RSA public key."
T1484.002,T1484,During the Attacker changed domain federation trust settings using Azure AD administrative permissions to configure the domain to accept authorization tokens signed by their own SAML signing certificate.
T1218.010,T1218,The Regsvr32.exe binary may also be signed by Microsoft.
T1555.003,T1555,Software has a module that steals passwords saved in victim web browsers.
T1070.003,T1070,"When a user logs off a system, this information is flushed to a file in the user's home directory called <code>~/.bash_history</code>."
T1218.002,T1218,Adversaries may abuse control.exe to proxy execution of malicious payloads.
T1053.005,T1053,Software can establish persistence on a targeted host with scheduled tasks.
T1563.002,T1563,"All of this can be done by using native Windows commands, but it has also been added as a feature in red teaming tools."
T1574.004,T1574,"Paths to dylibs may be prefixed with <code>@rpath</code>, which allows developers to use relative paths to specify an array of search paths used at runtime based on the location of the executable."
T1001.001,T1001,Adversaries may add junk data to protocols used for command and control to make detection more difficult.
T1001.002,T1001,During Attacker used steganography to hide the communications between the implants and their C&C servers.
T1548.002,T1548,An older variant of Software performs UAC bypass.
T1497.001,T1497,Software can check for Windows product ID's used by sandboxes and usernames and disk serial numbers associated with analyst environments.
T1547.001,T1547,Software achieves persistence by adding a shortcut of itself to the startup path in the Registry.
T1560.003,T1560,Software saves system information into an XML file that is then XOR-encoded.
T1114.003,T1114,"Most email clients allow users to create inbox rules for various email functions, including forwarding to a different recipient."
T1102.002,T1102,"For example, the return traffic may take the form of the compromised system posting a comment on a forum, issuing a pull request to development project, updating a document hosted on a Web service, or by sending a Tweet."
T1053.005,T1053,Software has the ability to use scheduled tasks for execution.
T1566.001,T1566,Attacker has used spearphishing emails with password protected RAR attachment to avoid being detected by the email gateway.
T1059.001,T1059,Software has used PowerShell for execution.
T1055.001,T1055,Software has injected its DLL component into `EhStorAurhn.exe`.
T1132.002,T1132,Software can use a modified Base64 encoding mechanism to send data to and from the C2 server.
T1548.005,T1548,"In Exchange Online, the `ApplicationImpersonation` role allows a service account to use the permissions associated with specified user accounts."
T1556.005,T1556,"An adversary may set this property at various scopes through Local Group Policy Editor, user properties, Fine-Grained Password Policy , or via the ActiveDirectory  module."
T1562.001,T1562,Software can change browser security settings to enable extensions to be installed. Software uses the <code>pkill cfprefsd</code> command to prevent users from inspecting processes.
T1070.006,T1070,Software can change or create the last access or write times.
T1087.001,T1087,Attacker enumerated administrative users using the commands <code>net localgroup administrators</code>.
T1591.002,T1591,Information about business relationships may also be exposed to adversaries via online or other accessible data sets  or ).
T1588.003,T1588,The purchase of code signing certificates may be done using a front organization or using information stolen from a previously compromised entity that allows the adversary to validate to a certificate provider as that entity.
T1564.003,T1564,Software can hide its console window upon execution to decrease its visibility to a victim.
T1027.013,T1027,Attacker has used compressed and char-encoded scripts in operations.
T1055.009,T1055,Other techniques such as  may be used to populate a target process with more available gadgets.
T1134.002,T1134,Software has the ability to execute a process using <code>runas</code>.
T1573.002,T1573,Software contains a copy of the OpenSSL library to encrypt C2 traffic.
T1204.002,T1204,Software has gained execution through victims opening malicious executable files embedded in zip archives.
T1204.002,T1204,Software has relied upon a user opening an ISO file to enable execution of malicious shortcut files and DLLs.
T1558.004,T1558,"Cracked hashes may enable , , and  via access to ."
T1071.001,T1071,Attacker has used HTTP for C2.
T1056.001,T1056,Software has the ability to capture keystrokes on an infected host.
T1003.001,T1003,During the Software to capture and use legitimate credentials.
T1574.012,T1574,Software can detect profilers by verifying the `COR_ENABLE_PROFILING` environment variable is present and active.
T1562.001,T1562,"Software has disabled dynamic analysis and other security tools including IDA debugger, x32dbg, and OllyDbg. It has also disabled Windows Defender's Real-Time Monitoring feature and attempted to disable endpoint protection services."
T1548.002,T1548,"The Github readme page for UACME contains an extensive list of methods that have been discovered and implemented, but may not be a comprehensive list of bypasses."
T1136.002,T1136,"With a sufficient level of access, the <code>net user /add /domain</code> command can be used to create a domain account."
T1048.002,T1048,During the Attacker exfiltrated collected data over a simple HTTPS request to a password-protected archive staged on a victim's OWA servers.
T1564.003,T1564,Attacker used <code>-W Hidden</code> to conceal  windows by setting the WindowStyle parameter to hidden.
T1548.002,T1548,Software can use a number of known techniques to bypass Windows UAC.
T1550.003,T1550,Attacker has created forged Kerberos Ticket Granting Ticket  and Ticket Granting Service  tickets to maintain administrative access.
T1547.001,T1547,Attacker saved malicious files within the AppData and Startup folders to maintain persistence.
T1588.003,T1588,"Attacker has used an expired open-source X.509 certificate for testing in the OpenSSL repository, to connect to actor-controlled C2 servers."
T1588.002,T1588,"Software, which was used to establish an encrypted channel from a compromised host to Software and RemoteExec, which were used in their 2022 Software operations."
T1596.005,T1596,"Attacker uses the Chinese website fofa.su, similar to the Shodan scanning service, for passive scanning of victims."
T1003.004,T1003,Software to steal credentials to accounts logged into the compromised system and to Outlook Web Access.
T1053.005,T1053,A Attacker file stealer can run a TaskScheduler DLL to add persistence.
T1059.003,T1059,Software uses a script to automate tasks on the victim's machine and to assist in execution.
T1070.004,T1070,Software to clean up the environment and attempt to prevent detection.
T1055.012,T1055,Process hollowing is a method of executing arbitrary code in the address space of a separate live process.
T1027.010,T1027,Software has obfuscated and randomized parts of the JScript code it is initiating.
T1480.001,T1480,Environmental keying may be used to deliver an encrypted payload to the target that will use target-specific values to decrypt the payload before execution.
T1543.003,T1543,Software creates a new Windows service with the malicious executable for persistence.
T1583.004,T1583,Attacker has used Taiwan-based servers that appear to be exclusive to Attacker.
T1053.005,T1053,Software tries to add a scheduled task to establish persistence.
T1087.001,T1087,Software has the capability to retrieve information about users on remote hosts.
T1003.001,T1003,Software and ProcDump.
